"CNTR_CODE","CNTR_NAME","CNTR_CODE_iso2","CNTR_CODE_iso3","CNTR_CODE_Eurostat","NUTS2","NAME","agr","coa.oil.gas","pro","ely.elc","ser","air.wtp.tran"
"FR","France","FR","FRA","FR","FRD1","Basse-Normandie",9086.88299209876,2690.11941756027,26846.3618968982,2924.53166163666,196879.562473247,2988.89946636252
"FR","France","FR","FRA","FR","FRF2","Champagne-Ardenne",19029.8542539316,2767.79681831724,26845.3574745466,2562.83202299553,181009.298280646,2828.80258270514
"FR","France","FR","FRA","FR","FRE1","Nord-Pas de Calais",12935.7815510219,6823.77420276341,71557.5967476509,9039.12757530473,589855.795755302,8776.93773653647
"FR","France","FR","FRA","FR","FRE2","Picardie",11363.4634640705,3537.88599561664,34632.7580635939,3558.81871124408,241734.017393196,3690.38774919979
"FR","France","FR","FRA","FR","FRF1","Alsace",6328.87692661294,4985.865090543,47180.0044717593,4413.6064848666,300572.126435112,4595.96398410322
"FR","France","FR","FRA","FR","FR10","Ile-de-France",3993.43524934545,23952.7471625242,319201.781583536,61852.8263741705,3822545.36930578,54776.9162167989
"FR","France","FR","FRA","FR","FRI2","Limousin",3446.13149454779,1021.79505370892,10930.6499512299,1430.73584911452,93599.4927219037,1395.05935927251
"FR","France","FR","FRA","FR","FRI3","Poitou-Charentes",17521.4239096508,3295.77542372857,33397.0338299511,3732.72203053705,253112.967828451,3860.00664863033
"FR","France","FR","FRA","FR","FRJ1","Languedoc-Roussillon",12348.4710370361,2700.53159137009,34570.9901739794,6222.86233468635,392589.770218323,5709.00446287627
"FR","France","FR","FRA","FR","FRJ2","Midi-Pyrénées",12137.7986529759,6149.71693268301,62783.6633617189,7397.27277826057,487758.401699717,7307.34728772215
"FR","France","FR","FRA","FR","FRK1","Auvergne",4762.68385321661,2957.16375039199,28375.1479409381,2777.55801387939,188163.137480833,2867.80089321383
"FR","France","FR","FRA","FR","FRK2","Rhône-Alpes",10932.9786043007,16863.0186318811,166234.378858193,17949.7125377149,1189310.48557888,17873.6029763183
"FR","France","FR","FRA","FR","FRL0","Provence-Alpes-Côte d’Azur",18908.3341332192,7072.2536372899,83563.5759834655,13405.9364186831,851548.530770564,12442.0490607055
"FR","France","FR","FRA","FR","FRM0","Corse",962.855500165503,253.8628603891,3658.22396014354,765.251877654265,47415.32262267,680.729148213027
"FR","France","FR","FRA","FR","FRI1","Aquitaine",19522.5153085125,5441.11810275164,59868.7156951292,8330.56891731811,540868.942738658,8020.98471959339
"FR","France","FR","FRA","FR","FRF3","Lorraine",5874.39831776134,4013.31354495014,39842.4251235182,4357.39874311993,289663.969305667,4362.44658613989
"FR","France","FR","FRA","FR","FRG0","Pays de la Loire",19320.555418751,8306.54372475923,82209.2523685945,8828.06920200683,591786.943075209,8960.1168811431
"FR","France","FR","FRA","FR","FRH0","Bretagne",25233.1692401487,6302.71647487859,64799.0714216134,7636.68447476596,509353.030903682,7687.40039891914
"HR","Croatia","HR","HRV","HR","HR02","Panonska Hrvatska",3082.0766851715,181.547332441431,14938.2554599886,1607.43963241094,40920.9962003553,4016.19898193766
"HR","Croatia","HR","HRV","HR","HR03","Jadranska Hrvatska",1063.3948155131,206.442636385249,19853.9645141654,3380.72668631269,74816.4262701406,6747.74836876546
